Molecule Name,CDD Number,SMILES,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Standard Deviation (±),SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Count,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Run Date,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Experiment Status,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Soaking time,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Crystal mounting result,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (High res shell),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Space Group,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Ligand confidence,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Fragalysis Link,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: CChalf (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: ISig(I) (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rwork,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rfree,worked
ASAP-0000463,,Cn1cc([C@@H](Nc2ncnc3[nH]ccc23)C2CCC2)cn1,,,,2024-02-28,Structure analysed and rejected,1:06:50 AM,OK: No comment:No comment,45.6,P 43,,,,,,,,False
ASAP-0000457,,Cn1nc(C(O)=O)cc1C(=O)N1CCC(c2ccn3ncc(C(=O)N4CCCCC4)c3c2)CC1,,,,2024-03-20,Structure analysed and rejected,1:38:19 AM,OK: No comment:No comment,23.1,P 43,,,,,,,,False
ASAP-0000471,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1nc2ccccc2[nH]1,,,,2023-11-21,Structure analysed and rejected,01:44:15,OK: No comment:No comment,34.5,P 43,,,,,,,,False
ASAP-0000467,,COc1ccccc1C[C@@H](Nc1ncnc2[nH]ccc12)C(C)C,,,,2023-11-21,Structure analysed and rejected,01:07:51,OK: No comment:No comment,31.0,P 43,,,,,,,,False
ASAP-0000456,,OC(=O)c1cnc(C(=O)N2CCC(c3ccn4ncc(C(=O)N5CCCCC5)c4c3)CC2)cn1,,,,2023-11-21,Structure analysed and rejected,01:04:45,OK: No comment:No comment,16.3,P 43,,,,,,,,False
ASAP-0000494,,OC(=O)[C@H](NC(=O)c1ncnc2[nH]ccc12)C1Cc2ccccc2C1,,,,2024-02-28,Structure analysed and rejected,1:17:56 AM,OK: No comment:No comment,38.9,P 43,,,,,,,,False
ASAP-0000496,,CC(C)[C@@H](CCN(C)C(=O)c1nn(C)c2ccc(F)cc12)Nc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:19:02,OK: No comment:No comment,27.2,P 43,,,,,,,,False
ASAP-0000493,,CC(C)(NC(=O)c1ncnc2[nH]ccc12)c1cc(C(O)=O)[nH]n1,,,,2024-03-20,Structure analysed and rejected,1:01:48 AM,OK: No comment:No comment,8.3,P1,,,,,,,,False
ASAP-0000477,,CC(C)[C@H]1N(c2ncnc3[nH]ccc23)CC12CCOCC2,,,,2023-11-21,Structure analysed and rejected,01:11:05,OK: No comment:No comment,24.0,P 43,,,,,,,,False
ASAP-0000110,,Cc1cccc(Cl)c1-n1sc(=O)n(CC2CC2)c1=O,,,,2024-02-28,Structure analysed and rejected,2:17:00 AM,OK: No comment:No comment,99.4,P 43,,,,,,,,False
ASAP-0000096,,Cn1ncc2c(NCc3ncccc3O)ncnc12,,,,2023-11-21,Structure analysed and rejected,02:13:00,OK: No comment:No comment,36.1,P 43,,,,,,,,False
ASAP-0000109,,CC(=O)Nc1ccc(S(=O)(=O)NNc2ncnc3sccc23)cc1,,,,2023-11-21,Structure analysed and rejected,02:16:00,OK: No comment:No comment,84.9,P 43,,,,,,,,False
ASAP-0000118,,Cc1cc(NCc2cnc3c(c2)NC(=O)CO3)cnc1C,,,,2023-11-21,Structure analysed and rejected,02:23:00,OK: No comment:No comment,40.4,P 43,,,,,,,,False
ASAP-0000120,,Clc1cccnc1COC(=O)c1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,02:23:00,OK: No comment:No comment,35.1,P 43,,,,,,,,False
ASAP-0000130,,NS(=O)(=O)c1ccccc1CNc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,02:27:00,OK: No comment:No comment,71.3,P 43,,,,,,,,False
ASAP-0000081,,Cc1[nH]c2ncnc(NC(=O)CCc3ccccc3)c2c1C,,,,2024-03-20,Structure analysed and rejected,2:01:00 AM,OK: No comment:No comment,100.0,P 43,,,,,,,,False
ASAP-0000075,,FC(F)(F)CO[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,,,,2023-11-21,Structure analysed and rejected,02:00:00,OK: No comment:No comment,48.8,P 43,,,,,,,,False
ASAP-0000076,,C[C@@H](CO)Nc1ncnc2[nH]c(C(=O)OC(C)(C)C)cc12,,,,2023-11-21,Structure analysed and rejected,02:00:00,OK: No comment:No comment,71.1,P 43,,,,,,,,False
ASAP-0000080,,O[C@H]1C[C@](CNc2ncnc3[nH]ccc23)(c2ccccc2)C1,,,,2023-11-21,Structure analysed and rejected,02:36:00,OK: No comment:No comment,90.8,,,,,,,,,False
ASAP-0000071,,CC(C)OCCNC(=O)c1cc2c(nc3ccccn3c2=O)n1C,,,,2024-02-28,Structure analysed and rejected,1:59:00 AM,OK: No comment:No comment,55.5,P 43,,,,,,,,False
ASAP-0000136,,OC(=O)C[C@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,2023-11-21,Structure analysed and rejected,02:37:00,OK: No comment:No comment,79.3,P 43,,,,,,,,False
ASAP-0000134,,O=C(NCc1cc2n(n1)CCCC2)c1cc2cncnc2[nH]1,,,,2024-02-28,Data collection failed,12:31:07 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0000191,,Brc1cccc(C(=O)N2CCC(c3ccn4ncc(C(=O)N5CCCCC5)c4c3)CC2)c1,,,,2023-11-21,Structure analysed and rejected,00:48:56,OK: No comment:No comment,23.0,P 43,,,,,,,,False
ASAP-0000132,,OC(=O)C1Cc2c(cccc2O)C1NC(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,,,,2023-11-21,Structure analysed and rejected,02:33:00,OK: No comment:No comment,97.5,P 43,,,,,,,,False
ASAP-0000027,,Cc1[nH]c2ncnc(NC(=O)c3ncn(-c4ccccc4)n3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:49:00,OK: No comment:No comment,85.3,P 43,,,,,,,,False
ASAP-0000016,,O=C(Nc1cnc2[nH]ncc2c1)C1CCN(c2ccc3nncn3n2)CC1,,,,2024-03-20,Structure analysed and rejected,2:29:00 AM,OK: No comment:No comment,95.9,P 43,,,,,,,,False
ASAP-0000025,,Cc1[nH]c2ncnc(NC(=O)C3CC=CC3)c2c1C,,,,2023-11-21,Structure analysed and rejected,02:36:00,OK: No comment:No comment,57.5,P 43,,,,,,,,False
ASAP-0000041,,Cc1nc(C)c(CC(=O)Nc2cnc3[nH]ncc3c2)c(=O)[nH]1,,,,2023-11-21,Data collection failed,01:54:00,FAIL: No comment:Cracked,,,,,,,,,,False
ASAP-0000031,,CC(C)[C@@H](Nc1ncnc2n[nH]cc12)c1cnn(C)c1,,,,2023-11-21,Structure analysed and rejected,01:50:00,OK: No comment:No comment,78.7,P 43,,,,,,,,False
ASAP-0000005,,C=CCn1c(Sc2ncnc3[nH]ccc23)nc2sccc2c1=O,,,,2023-11-21,Structure analysed and rejected,01:11:39,OK: No comment:No comment,31.5,P 43,,,,,,,,False
ASAP-0000066,,Clc1ccc(COC(=O)c2ncnc3[nH]ccc23)cn1,,,,2024-03-20,Structure analysed and rejected,1:58:00 AM,OK: No comment:No comment,68.2,P 43,,,,,,,,False
ASAP-0000064,,C(Nc1ncnc2[nH]ccc12)c1cc(-c2ccccc2)no1,,,,2024-02-28,Data collection failed,12:31:08 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0000063,,Brc1ccc(-n2nnnc2Sc2ncnc3[nH]ccc23)cc1,,,,2024-03-20,Structure analysed and rejected,1:58:00 AM,OK: No comment:No comment,94.8,P 43,,,,,,,,False
ASAP-0000052,,Cc1cccc(C)c1-n1nnnc1CSc1ncnc2[nH]cnc12,,,,2023-11-21,Structure analysed and rejected,02:35:00,OK: No comment:No comment,60.3,P 43,,,,,,,,False
ASAP-0000315,,CC(C)C1=CNN=C1NC(=O)C1=CC=C(NC(=O)NC2=CC=CC=C2)C=C1,,,,2024-03-20,Structure analysed and rejected,1:23:02 AM,OK: No comment:No comment,24.2,P 43,,,,,,,,False
ASAP-0000263,,Cc1[nH]c2ncnc(NCc3ccco3)c2c1C,,,,2024-02-28,Data collection failed,12:31:08 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0000259,,OC(=O)c1cscc1C(=O)N1CCC(c2ccn3ncc(C(=O)N4CCCCC4)c3c2)CC1,,,,2024-03-20,Data collection failed,12:31:08 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0000266,,Cc1[nH]c2ncnc(NC(=O)c3ccncc3Cl)c2c1C,,,,2024-02-28,Structure analysed and rejected,1:02:28 AM,OK: No comment:No comment,22.7,P 43,,,,,,,,False
ASAP-0000203,,Cc1ccc(-c2n[nH]cc2CNc2cnc3[nH]ncc3c2)o1,,,,2023-11-21,Structure analysed and rejected,00:48:03,OK: No comment:No comment,93.2,P 43,,,,,,,,False
ASAP-0000310,,OC(=O)C1=C(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)C=CS1,,,,2023-11-21,Structure analysed and rejected,01:21:36,OK: No comment:No comment,21.8,P 43,,,,,,,,False
ASAP-0000284,,CC1=C(C)N=C(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)C(=O)N1,,,,2024-03-20,Structure analysed and rejected,1:14:17 AM,OK: No comment:No comment,19.0,P 43,,,,,,,,False
ASAP-0000285,,O=C(N1CCC(C2=CC3=C(C(=O)N4CCCCC4)C=NN3C=C2)CC1)C1=NC=CN1,,,,2023-11-21,Structure analysed and rejected,01:00:19,OK: No comment:No comment,51.2,P 43,,,,,,,,False
ASAP-0000280,,O=C(N1CCC2=C(C1)NC=N2)C1=C2C=C(C3CCN(C(=O)C4=CC=CC=C4)CC3)C=CN2N=C1,,,,2023-11-21,Structure analysed and rejected,00:58:51,OK: No comment:No comment,52.0,P 43,,,,,,,,False
ASAP-0000283,,CC1=NNN=C1C(=O)N1CCC(C2=CC3=C(C(=O)N4CCCCC4)C=NN3C=C2)CC1,,,,2023-11-21,Structure analysed and rejected,00:59:43,OK: No comment:No comment,21.5,P 43,,,,,,,,False
ASAP-0000196,,S(c1nnc(-c2ccncc2)[nH]1)c1ncnc2[nH]ccc12,,,,2024-02-28,Structure analysed and rejected,1:10:57 AM,OK: No comment:No comment,26.6,P 43,,,,,,,,False
ASAP-0000194,,OC[C@@]1(Cc2ccc(F)cc2)CCN(c2ncnc3[nH]ccc23)C1,,,,2024-03-20,Structure analysed and rejected,12:49:51 AM,OK: No comment:No comment,30.3,P 43,,,,,,,,False
ASAP-0000193,,Clc1cccc(COC(=O)c2ncnc3[nH]ccc23)n1,,,,2023-11-21,Structure analysed and rejected,00:49:41,OK: No comment:No comment,23.8,P 43,,,,,,,,False
ASAP-0000201,,CC[C@@H]1C[C@@H](C(=O)Nc2ncnc3[nH]c(C)c(C)c23)CCO1,,,,2024-03-20,Data collection failed,12:31:07 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0000197,,OC[C@@H](Nc1ncnc2[nH]c(I)cc12)c1ccccc1,,,,2024-03-20,Data collection failed,12:31:07 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0000512,,COc1cccc(CSC[C@@H](NC(=O)c2ncnc3[nH]ccc23)C(O)=O)c1,,,,2023-11-21,Structure analysed and rejected,01:29:41,OK: No comment:No comment,100.0,P 43,,,,,,,,False
ASAP-0000626,,COC[C@@H]1C[C@@H]1CNc1ccc([C@@H](CC(O)=O)NC(=O)c2c[nH]c3ncncc23)cc1,,,,2024-03-20,Structure analysed and rejected,1:16:54 AM,OK: No comment:No comment,43.1,P 43,,,,,,,,False
ASAP-0000625,,Cc1[nH]c2ncnc(NC(=O)c3ncccc3Cl)c2c1C,,,,2024-02-28,Structure analysed and rejected,1:16:22 AM,OK: No comment:No comment,26.3,P 43,,,,,,,,False
ASAP-0000627,,OC(=O)[C@H]1Cc2ccccc2[C@H]1NC(=O)c1c[nH]c2c(NC(=O)NC3CC3)cccc12,,,,2023-11-21,Structure analysed and rejected,01:25:23,OK: No comment:No comment,24.5,P 43,,,,,,,,False
ASAP-0000628,,OC(=O)[C@H](NC(=O)c1c[nH]c2c(NC(=O)NC3CC3)cccc12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:25:36 AM,OK: No comment:No comment,26.2,P 43,,,,,,,,False
ASAP-0000624,,Cc1[nH]c2ncnc(NC(=O)Cc3ccc(Cl)nc3)c2c1C,,,,2024-03-20,Structure analysed and rejected,1:16:11 AM,OK: No comment:No comment,25.7,P 43,,,,,,,,False
ASAP-0000623,,OC(=O)C[C@@H](NC(=O)c1ccnc2ncccc12)c1ccc(Br)cc1,,,,2023-11-21,Structure analysed and rejected,01:23:58,OK: No comment:No comment,39.3,P 43,,,,,,,,False
ASAP-0000622,,OC(=O)[C@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,2024-03-20,Structure analysed and rejected,1:23:49 AM,OK: No comment:No comment,27.2,P 43,,,,,,,,False
ASAP-0000634,,Cc1[nH]c2ncnc(NC(=O)[C@@H]3CCc4c3cccc4Cl)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:28:32,OK: No comment:No comment,24.2,P 43,,,,,,,,False
ASAP-0000632,,Cc1ncc(CCNC(=O)c2csc3c(NC(=O)NC4CC4)ncnc23)s1,,,,2024-03-20,Data collection failed,1:27:43 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0000633,,C[C@@H](O)[C@@H](NC(=O)c1csc2c(NC(=O)NC3CC3)ncnc12)c1ccccc1F,,,,2023-11-21,Structure analysed and rejected,01:28:08,OK: No comment:No comment,24.5,P 43,,,,,,,,False
ASAP-0000629,,O=C(NC1CC1)Nc1ncnc2c(C(=O)N[C@H](C3CCCC3)c3cccs3)csc12,,,,2023-11-21,Structure analysed and rejected,01:25:55,OK: No comment:No comment,24.9,P 43,,,,,,,,False
ASAP-0000635,,Cc1[nH]c2ncnc(NC(=O)c3ccc(S(C)(=O)=O)nc3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:28:47,OK: No comment:No comment,27.9,P 43,,,,,,,,False
ASAP-0000630,,COCc1cc(CNc2ccc([C@@H](CC(O)=O)NC(=O)c3ncnc4[nH]ccc34)cc2)on1,,,,2023-11-21,Structure analysed and rejected,01:26:22,OK: No comment:No comment,25.8,P 43,,,,,,,,False
ASAP-0000631,,Cc1[nH]c2ncnc(NC(=O)Cc3cn[nH]c3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:26:35,OK: No comment:No comment,27.8,P 43,,,,,,,,False
ASAP-0000613,,OC(=O)C[C@@H](NC(=O)c1cc2[nH]ccc2cn1)c1ccc(Br)cc1,,,,2024-03-20,Structure analysed and rejected,2:01:30 AM,OK: No comment:No comment,24.0,P 43,,,,,,,,False
ASAP-0000614,,Cc1[nH]c2ncnc(NC(=O)c3cccc(Cl)n3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:12:24,OK: No comment:No comment,64.6,P 43,,,,,,,,False
ASAP-0000615,,Cc1[nH]c2ncnc(NC(=O)c3ccc(-n4cnnc4)cc3)c2c1C,,,,2023-11-21,Structure analysed and rejected,02:11:32,OK: No comment:Cracked,38.7,P 43,,,,,,,,False
ASAP-0000612,,OC(=O)C[C@@H](NC(=O)Cc1c[nH]c2ncccc12)c1ccc(Br)cc1,,,,2024-03-20,Structure analysed and rejected,2:01:05 AM,OK: No comment:No comment,36.6,P 43,,,,,,,,False
ASAP-0000609,,Cc1nc2c(C(=O)N[C@@H](CC(O)=O)c3ccc(Br)cc3)ccnc2[nH]1,,,,2024-02-28,Structure analysed and rejected,1:59:59 AM,OK: No comment:No comment,61.4,P 43,,,,,,,,False
ASAP-0000610,,OC(=O)C[C@@H](NC(=O)c1c[nH]c2ncccc12)c1ccc(Br)cc1,,,,2023-11-21,Structure analysed and rejected,01:00:10,OK: No comment:No comment,28.2,P 43,,,,,,,,False
ASAP-0000611,,OC(=O)C[C@@H](NC(=O)c1ccnc(-n2cccc2)c1)c1ccc(Br)cc1,,,,2023-11-21,Structure analysed and rejected,01:00:32,OK: No comment:No comment,37.7,P 43,,,,,,,,False
ASAP-0000619,,OC(=O)C[C@@H](CNC(=O)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1,,,,2023-11-21,Structure analysed and rejected,01:14:37,OK: No comment:No comment,32.1,P 43,,,,,,,,False
ASAP-0000621,,CN(C)c1ccc(C(=O)Nc2ncnc3[nH]c(C)c(C)c23)cn1,,,,2023-11-21,Structure analysed and rejected,01:23:31,OK: No comment:No comment,24.2,P 43,,,,,,,,False
ASAP-0000618,,OC(=O)C[C@@H](NC(=O)c1ccnc2cn[nH]c12)c1ccc(Br)cc1,,,,2024-03-20,Structure analysed and rejected,1:14:20 AM,OK: No comment:No comment,29.4,P 43,,,,,,,,False
ASAP-0000616,,COc1ccc2c(NC(=O)c3ccc(NC(=O)NC4CC4)cc3)c(C(O)=O)sc2c1,,,,2023-11-21,Structure analysed and rejected,01:21:52,OK: No comment:No comment,45.9,P 43,,,,,,,,False
ASAP-0000617,,Cc1[nH]c2ncnc(NC(=O)c3ccc(C#N)nc3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:22:09,OK: No comment:No comment,27.2,P 43,,,,,,,,False
ASAP-0000636,,COCc1cc(CNc2ccc([C@@H](CC(O)=O)NC(=O)c3c[nH]c4ncncc34)cc2)on1,,,,2023-11-21,Structure analysed and rejected,01:29:01,OK: No comment:No comment,25.4,P 43,,,,,,,,False
ASAP-0000677,,OC(=O)C[C@@H](NC(=O)c1cncc2[nH]ccc12)c1ccc(Br)cc1,,,,2024-03-20,Structure analysed and rejected,1:17:24 AM,OK: No comment:No comment,15.2,P 43,,,,,,,,False
ASAP-0000676,,Cc1[nH]c2ncnc(NC(=O)c3ccnnc3)c2c1C,,,,2024-02-28,Structure analysed and rejected,1:17:24 AM,OK: No comment:No comment,53.5,P 43,,,,,,,,False
ASAP-0000679,,CC(C)[C@@H](CO)NC(=O)c1c[nH]c2c(NC(=O)NC3CC3)cccc12,,,,2024-02-28,Experiment pending,,,,,,,,,,,,False
ASAP-0000678,,NS(=O)(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,2023-11-21,No data collected,01:17:24,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000675,,CC(C)[C@@H](NCc1ccc(-n2ccnc2)cc1)c1ccc2c(c1)OCCO2,,,,2024-03-20,Experiment pending,,,,,,,,,,,,False
ASAP-0000672,,OC(=O)[C@@H](CSCNC(=O)c1ccccc1)NC(=O)c1ncnc2[nH]ccc12,,,,2024-03-20,Experiment pending,,,,,,,,,,,,False
ASAP-0000673,,CC(C)[C@@H](NC(=O)c1ccnc2ccccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,11.5,P 43,,,,,,,,False
ASAP-0000674,,CC(C)[C@@H](NC(=O)c1c[nH]c2c(NC(=O)NC3CC3)cccc12)C(F)F,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,27.4,P 43,,,,,,,,False
ASAP-0000685,,O[C@H]1CC(CNc2ccc([C@@H](CC(O)=O)NC(=O)c3ncnc4[nH]ccc34)cc2)C[C@H]1O,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,12.5,P 43,,,,,,,,False
ASAP-0000684,,COC[C@@H]1C[C@@H]1CNc1ccc([C@@H](CC(O)=O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,20.1,P 43,,,,,,,,False
ASAP-0000682,,Cn1c(C(O)=O)c(NC(=O)c2ccc(NC(=O)NC3CC3)cc2)c2ccccc12,,,,2024-03-20,Experiment pending,,,,,,,,,,,,False
ASAP-0000680,,OC(=O)c1sc2ncccc2c1NC(=O)c1ccc(NC(=O)NC2CC2)cc1,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,86.9,P 43,,,,,,,,False
ASAP-0000681,,CC(C)[C@@H](Nc1nnc(C)c2ccccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,6.0,P 43,,,,,,,,False
ASAP-0000663,,OC(=O)C[C@@H](NC(=O)c1cccc2cc[nH]c12)c1ccc(Br)cc1,,,,2023-11-21,Experiment pending,,,,,,,,,,,,False
ASAP-0000661,,COc1cc(Nc2ccc([C@@H](CC(O)=O)NC(=O)c3ncnc4[nH]ccc34)cc2)n[nH]1,,,,2024-03-20,Experiment pending,,,,,,,,,,,,False
ASAP-0000662,,OC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccccn1,,,,2023-11-21,No data collected,01:17:24,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000665,,OC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1,,,,2023-11-21,Data collection failed,01:17:24,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0000664,,Cc1[nH]c2ncnc(NC(=O)c3cccnc3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,12.3,P 43,,,,,,,,False
ASAP-0000659,,OC(=O)C[C@@H](NC(=O)c1cccc2[nH]cnc12)c1ccc(Br)cc1,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,29.0,P 43,,,,,,,,False
ASAP-0000660,,Cc1[nH]c2ncnc(NC(=O)[C@@H]3CCCc4ncccc43)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,20.3,P 43,,,,,,,,False
ASAP-0000669,,OC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccccc1,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,20.1,P 43,,,,,,,,False
ASAP-0000671,,CC(=O)Nc1ccc(C(=O)Nc2ncnc3[nH]c(C)c(C)c23)cc1Cl,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,12.9,P 43,,,,,,,,False
ASAP-0000668,,OC(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)c1ncnc2[nH]ccc12,,,,2024-03-20,Experiment pending,,,,,,,,,,,,False
ASAP-0000666,,Cc1ccc([C@@H](CC(O)=O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,95.8,P 43,,,,,,,,False
ASAP-0000667,,Cn1cc([C@@H](NC(=O)c2c[nH]c3c(NC(=O)NC4CC4)cccc23)C2CCC2)cn1,,,,2023-11-21,No data collected,01:17:24,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000562,,COc1ccc(S(=O)(=O)Nc2cnc3[nH]ccc3c2)cc1C(N)=O,,,,2024-03-20,Structure analysed and rejected,1:35:29 AM,OK: No comment:No comment,32.1,P 43,,,,,,,,False
ASAP-0000561,,Fc1ccccc1CS(=O)(=O)Nc1cnc2[nH]ccc2c1,,,,2024-02-28,Structure analysed and rejected,1:35:08 AM,OK: No comment:No comment,29.7,P 43,,,,,,,,False
ASAP-0000564,,C[C@H](N(C)C(=O)c1ncnc2[nH]ccc12)c1ccc(F)c(F)c1,,,,2024-02-28,Structure analysed and rejected,1:23:18 AM,OK: No comment:No comment,42.0,P 43,,,,,,,,False
ASAP-0000563,,NC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)C1CCCCC1,,,,2023-11-21,Structure analysed and rejected,01:35:54,OK: No comment:No comment,24.9,P 43,,,,,,,,False
ASAP-0000560,,O=S(=O)(Nc1cnc2[nH]ccc2c1)c1cccc(CC#N)c1,,,,2024-03-20,Structure analysed and rejected,1:20:53 AM,OK: No comment:No comment,38.6,P 43,,,,,,,,False
ASAP-0000557,,CC(=O)c1ccc(S(=O)(=O)Nc2cnc3[nH]ccc3c2)cc1,,,,2024-03-20,Structure analysed and rejected,1:18:43 AM,OK: No comment:No comment,34.6,P 43,,,,,,,,False
ASAP-0000558,,CN(C)C(=O)c1cccc(S(=O)(=O)Nc2cnc3[nH]ccc3c2)c1,,,,2023-11-21,Structure analysed and rejected,01:33:43,OK: No comment:No comment,24.5,P 43,,,,,,,,False
ASAP-0000559,,CCc1cnn(C)c1NC(=O)c1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:34:23,OK: No comment:No comment,28.9,P 43,,,,,,,,False
ASAP-0000569,,Fc1ccc(C(=O)NCc2nc(-c3cc4c(N5CCCC6(CC6)C5)ncnc4[nH]3)c[nH]2)cn1,,,,2024-03-20,Structure analysed and rejected,1:25:46 AM,OK: No comment:No comment,92.7,P 43,,,,,,,,False
ASAP-0000568,,Cc1[nH]c2ncnc(NC(=O)c3ccc(Cl)cn3)c2c1C,,,,2024-02-28,Structure analysed and rejected,1:25:24 AM,OK: No comment:No comment,20.2,P 43,,,,,,,,False
ASAP-0000582,,Cc1[nH]c2ncnc(NC(=O)C3(c4ccc(F)cc4)CCC3)c2c1C,,,,2023-11-21,Structure analysed and rejected,00:58:14,OK: No comment:No comment,29.5,P 43,,,,,,,,False
ASAP-0000583,,CC(C)n1nccc1S(=O)(=O)Nc1cnc2[nH]ccc2c1,,,,2023-11-21,Structure analysed and rejected,01:43:09,OK: No comment:No comment,85.8,P 43,,,,,,,,False
ASAP-0000567,,Cc1ccc(C(=O)N2CCC(c3ccn4ncc(C(=O)N[C@@H]5CCC[C@@H]5C(O)=O)c4c3)CC2)cc1,,,,2024-03-20,Structure analysed and rejected,1:24:56 AM,OK: No comment:No comment,32.8,P 43,,,,,,,,False
ASAP-0000565,,Cc1cc(C)cc(CS(=O)(=O)Nc2cnc3[nH]ccc3c2)c1,,,,2023-11-21,Structure analysed and rejected,01:36:55,OK: No comment:No comment,51.6,P 43,,,,,,,,False
ASAP-0000566,,CC(C)[C@@H](Cc1ccc(F)cc1)NC(=O)c1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:37:29,OK: No comment:No comment,25.8,P 43,,,,,,,,False
ASAP-0000548,,Fc1ccccc1C1(NC(=O)c2csc3c(NC(=O)NC4CC4)ncnc23)CCCCC1,,,,2024-02-28,Structure analysed and rejected,1:28:38 AM,OK: No comment:No comment,39.1,P 43,,,,,,,,False
ASAP-0000547,,O=C(NC1CC1)Nc1ncnc2c(C(=O)Nc3ccccc3C(=O)N3CCCC3)csc12,,,,2023-11-21,Structure analysed and rejected,01:28:01,OK: No comment:No comment,80.1,P 43,,,,,,,,False
ASAP-0000550,,OC(=O)[C@H]1CCC[C@H]1NC(=O)c1cnn2ccc(C3CCN(C(=O)c4ccc(Cl)cc4)CC3)cc12,,,,2023-11-21,Structure analysed and rejected,01:13:01,OK: No comment:No comment,22.4,P 43,,,,,,,,False
