Molecule Name,CDD Number,SMILES,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Standard Deviation (±),SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Count,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Run Date,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Experiment Status,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Soaking time,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Crystal mounting result,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (High res shell),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Space Group,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Ligand confidence,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Fragalysis Link,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: CChalf (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: ISig(I) (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rwork,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rfree,worked
ASAP-0013318,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(=O)(=O)NCCO)cc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,CompChem ready,31/12/1899 21:49:27,,60.5,P 1 21 1,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0013318-001/L/P/C,,,,,,True
ASAP-0000605,,Cn1ncc2c(C(=O)N[C@@H](CC(O)=O)c3ccc(Br)cc3)ccnc12,,,,2023-11-21,CompChem ready,02:10:32,OK: No comment:No comment,49.6,P 43,Correct ligand but weak density,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1A/mols/ASAP-0000605-001/L/P/C,,,,,,True
ASAP-0011192,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)NCC2,,,,2023-11-21,CompChem ready,23:58:24,OK: No comment:No comment,98.3,P 1 21 1,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0011192-001/L/P/C,,,,,,True
ASAP-0000601,,CN(C)c1ccc(C(=O)N[C@@H](CC(O)=O)c2ccc(Br)cc2)nc1,,,,2023-11-21,CompChem ready,02:09:20,OK: No comment:No comment,22.9,P 43,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1A/mols/ASAP-0000601-001/L/P/C,,,,,,True
ASAP-0008324,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)C(=O)O,4.79,0.0276,2.0,2023-11-21,CompChem ready,01:15:12,OK: No comment:No comment,21.3,P 43,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1A/mols/ASAP-0008324-001/L/P/C,,,,,,True
ASAP-0013769,,CCNC(=O)c1cc2c(N[C@H](c3ccc4nc(NC(C)=O)sc4c3)C(C)C)ncnc2[nH]1,,,,2023-11-21,CompChem ready,31/12/1899 21:49:27,,67.9,P 1 21 1,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0013769-001/L/P/C,,,,,,True
ASAP-0010744,,COC1=CC=C([C@H](C(C2=NN=NN2)C)NC(C2=NC=NC3=C2C=CN3)=O)C=C1,,,,2023-11-21,CompChem ready,21:40:24,OK: No comment:No comment,22.3,P 1 21 1,High confidence,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0010744-001/L/P/C,,,,,,True
ASAP-0013269,,CNS(=O)(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,,,,2023-11-21,CompChem ready,,,41.0,P 1 21 1,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0013269-001/L/P/C,,,,,,True
ASAP-0012329,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,CompChem ready,23:58:24,OK: No comment:No comment,47.4,P 1 21 1,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0012329-001/L/P/C,,,,,,True
ASAP-0008445,,C[C@@H](C(=O)O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,2023-11-21,CompChem ready,00:50:42,,71.5,P 1 21 1,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0008445-001/L/P/C,,,,,,True
ASAP-0012310,,CC(C)[C@H](Nc1ncnc2[nH]cnc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,CompChem ready,00:50:42,,18.5,P 1 21 1,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0012310-001/L/P/C,,,,,,True
ASAP-0008340,,COc1ccc([C@@H](Cc2nnn[nH]2)NC(=O)c2ncnc3[nH]ccc23)cc1,6.16,0.0836,2.0,2023-11-21,CompChem ready,01:44:20,OK: No comment:No comment,100.0,P 43,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1A/mols/ASAP-0008340-001/L/P/C,,,,,,True
ASAP-0011436,,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C3CC3)ncnc2[nH]1,,,,2023-11-21,CompChem ready,00:05:39,,99.6,P 1 21 1,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0011436-001/L/P/C,,,,,,True
ASAP-0013772,,CC(=O)N1CCN(Cc2cccc(-c3cc4c(N[C@@H](c5ccc6c(c5)S(=O)(=O)CCC6)C(C)C)ncnc4[nH]3)c2)CC1,,,,2023-11-21,CompChem ready,31/12/1899 21:49:27,,94.0,P 1 21 1,,https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/SARS2_Mac1B/mols/ASAP-0013772-001/L/P/C,,,,,,True
ASAP-0000790,,Cc1[nH]c2ncnc(NC(=O)c3ccc(-n4cccc4)nc3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:19:53,OK: No comment:No comment,42.4,P 43,,,,,,,,False
ASAP-0000875,,C[C@@H](Nc1ncnc2[nH]ccc12)[C@@H]1CCCCO1,,,,2024-03-20,Structure analysed and rejected,2:09:52 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000876,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc[nH]n3)cc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,02:10:23,OK: No comment:No comment,9.1,P 43,,,,,,,,False
ASAP-0000878,,CNC(=O)c1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2023-11-21,Structure analysed and rejected,02:11:45,OK: No comment:Cracked,11.9,P 43,,,,,,,,False
ASAP-0000880,,N=C(N)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,2024-03-20,Structure analysed and rejected,2:13:07 AM,OK: No comment:No comment,8.5,P 43,,,,,,,,False
ASAP-0000788,,O=C(Nc1ccc(C(=O)Nc2c(C(=O)O)oc3cc(Br)ccc23)cc1)NC1CC1,,,,2024-02-28,Structure analysed and rejected,1:19:53 AM,OK: No comment:No comment,25.5,P 43,,,,,,,,False
ASAP-0000881,,O[C@@H]1CCCC[C@@H]1Nc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,02:13:49,OK: No comment:No comment,8.3,P 43,,,,,,,,False
ASAP-0000787,,CC(C)[C@@H](Nc1ncnc2[nH]c3cc(F)ccc3c12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:19:53 AM,OK: No comment:No comment,94.8,P 43,,,,,,,,False
ASAP-0000879,,CNC(=N)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,2024-03-20,Structure analysed and rejected,1:56:33 AM,OK: No comment:No comment,19.7,P 43,,,,,,,,False
ASAP-0000867,,C[C@@H](Nc1ncnc2[nH]ccc12)[C@@H]1CCS(=O)(=O)C1,,,,2023-11-21,Structure analysed and rejected,02:03:06,OK: No comment:No comment,69.3,P 43,,,,,,,,False
ASAP-0000870,,FC(F)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:50:04,OK: No comment:No comment,9.3,P 43,,,,,,,,False
ASAP-0000869,,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)C1CCOCC1,,,,2023-11-21,Structure analysed and rejected,01:49:27,OK: No comment:No comment,9.2,P 43,,,,,,,,False
ASAP-0000866,,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CCC2)c2cc[nH]c2n1,,,,2024-02-28,Structure analysed and rejected,1:46:44 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000871,,COc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,,,,2023-11-21,Structure analysed and rejected,02:06:01,OK: No comment:No comment,12.9,P 43,,,,,,,,False
ASAP-0000868,,COc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1OC,,,,2024-03-20,Structure analysed and rejected,1:48:35 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000865,,CNc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2024-02-28,Structure analysed and rejected,2:01:29 AM,OK: No comment:Cracked,12.6,P 43,,,,,,,,False
ASAP-0000873,,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccc(F)c1,,,,2024-02-28,Structure analysed and rejected,2:08:08 AM,OK: No comment:Cracked,43.5,P 43,,,,,,,,False
ASAP-0000874,,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccnc1,,,,2023-11-21,Structure analysed and rejected,02:09:02,OK: No comment:No comment,8.5,P 43,,,,,,,,False
ASAP-0000872,,O=C(O)C[C@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccnc1,,,,2024-03-20,Structure analysed and rejected,1:51:22 AM,OK: No comment:No comment,8.0,P 43,,,,,,,,False
ASAP-0000883,,COc1cccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)c1,,,,2024-03-20,Structure analysed and rejected,1:59:42 AM,OK: No comment:No comment,11.3,P 43,,,,,,,,False
ASAP-0008275,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:12:49,OK: No comment:No comment,11.5,P 43,,,,,,,,False
ASAP-0008262,,c1nc(N[C@@H](C2CC2)[C@@H]2CCCOC2)c2cc[nH]c2n1,,,,2024-03-20,Structure analysed and rejected,12:59:56 AM,OK: No comment:Cracked,73.8,P 43,,,,,,,,False
ASAP-0008243,,CC(C)[C@@H](Nc1ncc2c(n1)CCCC2)c1ccc2c(c1)OCCO2,,,,2024-02-28,Structure analysed and rejected,12:58:30 AM,OK: No comment:No comment,24.3,P 43,,,,,,,,False
ASAP-0008263,,O[C@H]1CCCC[C@@H]1Nc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:02:00,OK: No comment:No comment,71.5,P 43,,,,,,,,False
ASAP-0008270,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:09:00,OK: No comment:No comment,12.0,P 43,,,,,,,,False
ASAP-0000882,,CC(C)[C@@H]1C[C@H](Nc2[nH]cnc3nccc2-3)CCO1,,,,2023-11-21,Structure analysed and rejected,02:14:23,OK: No comment:No comment,8.3,P 43,,,,,,,,False
ASAP-0000884,,CC(C)[C@@H]1C[C@@H](Nc2ncnc3[nH]ccc23)CCO1,,,,2024-03-20,Structure analysed and rejected,2:00:44 AM,OK: No comment:No comment,19.4,P 43,,,,,,,,False
ASAP-0008273,,CS(=O)(=O)Nc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,,,,2024-03-20,Structure analysed and rejected,1:11:12 AM,OK: No comment:No comment,27.5,P 43,,,,,,,,False
ASAP-0008274,,CC(=O)Nc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,,,,2023-11-21,Structure analysed and rejected,01:11:35,OK: No comment:No comment,11.7,P 43,,,,,,,,False
ASAP-0008271,,COc1ccc([C@H](CC(=O)O)NC(=O)c2ccc(NC(=O)NC3CC3)cc2)cc1,,,,2023-11-21,Structure analysed and rejected,01:09:33,OK: No comment:No comment,8.4,P 43,,,,,,,,False
ASAP-0008272,,COc1ccc([C@@H](CC(=O)O)NC(=O)c2ccc(NC(=O)NC3CC3)cc2)cc1,,,,2023-11-21,No data collected,01:10:18,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000784,,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Nc2nnco2)cc1,,,,2024-02-28,Structure analysed and rejected,1:19:53 AM,OK: No comment:No comment,57.7,P 43,,,,,,,,False
ASAP-0000739,,CC(C)[C@@H](Nc1ncnc2n(C)ncc12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:17:19 AM,OK: No comment:No comment,12.1,P 43,,,,,,,,False
ASAP-0000709,,CNS(=O)(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,2024-02-28,Structure analysed and rejected,1:17:23 AM,OK: No comment:No comment,8.4,P 43,,,,,,,,False
ASAP-0000740,,CC(C)[C@@H](NC(=O)c1ccccn1)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:18,OK: No comment:No comment,36.8,P 43,,,,,,,,False
ASAP-0000741,,Cc1[nH]c2ncnc(NC(=O)c3ccncc3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:17:18,OK: No comment:No comment,99.0,P 43,,,,,,,,False
ASAP-0000707,,C1C[C@@H](Nc2ccc3c(c2)OCCO3)CN(c2ncnc3[nH]ccc23)C1,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,20.7,P 43,,,,,,,,False
ASAP-0000705,,CC(C)[C@@H](NCc1cccc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:17:23 AM,OK: No comment:No comment,7.8,P 43,,,,,,,,False
ASAP-0000706,,CCOC(=O)C1=C(Nc2cc(C)cc(C)c2)OCC1=O,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,11.8,P 43,,,,,,,,False
ASAP-0000708,,Cc1[nH]c2ncnc(C(=O)Nc3ccnc(Cl)c3)c2c1C,,,,2024-03-20,Structure analysed and rejected,1:17:23 AM,OK: No comment:No comment,8.1,P 43,,,,,,,,False
ASAP-0000747,,C(Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:19,OK: No comment:No comment,11.5,P 43,,,,,,,,False
ASAP-0000745,,COc1ccc([C@@H]2CCN(c3ncnc4[nH]ccc34)C2)cc1,,,,2024-03-20,Structure analysed and rejected,1:17:19 AM,OK: No comment:No comment,99.4,P 43,,,,,,,,False
ASAP-0000746,,C[C@@H]1Oc2ccc(Nc3ncnc4[nH]ccc34)cc2NC1=O,,,,2023-11-21,Structure analysed and rejected,01:17:18,OK: No comment:No comment,89.8,P 43,,,,,,,,False
ASAP-0000748,,CC(C)[C@@H](NC(=O)c1cnn(-c2ccccc2)n1)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:18,OK: No comment:No comment,5.4,P 43,,,,,,,,False
ASAP-0000742,,Cn1ncc2c(N[C@H](C3CC3)c3ccc4c(c3)OCCO4)ncnc12,,,,2023-11-21,Structure analysed and rejected,01:17:18,OK: No comment:No comment,36.3,P 43,,,,,,,,False
ASAP-0000743,,CC(C)[C@@H](NC(=O)c1cnc2n[nH]c(C)c2c1)c1ccc2c(c1)OCCO2,,,,2024-02-28,Structure analysed and rejected,1:17:19 AM,OK: No comment:No comment,20.7,P 43,,,,,,,,False
ASAP-0000744,,CC(C)[C@@H](NC(=O)c1ccnc(-n2ccnc2)c1)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:18,OK: No comment:No comment,7.9,P 43,,,,,,,,False
ASAP-0000696,,CC(C)[C@@H](NCc1ccc(-n2cccn2)cc1)c1ccc2c(c1)OCCO2,,,,2024-02-28,Structure analysed and rejected,1:17:23 AM,OK: No comment:No comment,85.2,P 43,,,,,,,,False
ASAP-0000695,,CC(C)[C@@H](Nc1nc(C(F)F)nc2ccccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,8.9,P 43,,,,,,,,False
ASAP-0000694,,Cc1[nH]c2ncnc(NC(=O)c3cncc(Cl)n3)c2c1C,,,,2024-03-20,Structure analysed and rejected,1:17:23 AM,OK: No comment:No comment,11.6,P 43,,,,,,,,False
ASAP-0000697,,CC(C)[C@@H](Nc1ncnc2ccccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,11.4,P 43,,,,,,,,False
ASAP-0000692,,COC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,2024-03-20,Structure analysed and rejected,1:17:23 AM,OK: No comment:No comment,49.0,P 43,,,,,,,,False
ASAP-0000687,,CCc1coc(Nc2ccc([C@@H](CC(O)=O)NC(=O)c3ncnc4[nH]ccc34)cc2)n1,,,,2024-02-28,Structure analysed and rejected,1:17:24 AM,OK: No comment:No comment,74.7,P 43,,,,,,,,False
ASAP-0000693,,Cc1[nH]c2ncnc(NC(=O)[C@@H](CC(F)F)C3CCC3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,98.4,P 43,,,,,,,,False
ASAP-0000698,,CC(C)[C@@H](Nc1ncnc2n(C)ccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,97.5,P 43,,,,,,,,False
ASAP-0000703,,OC(=O)c1[nH]c2ccccc2c1NC(=O)c1ccc(NC(=O)NC2CC2)cc1,,,,2024-02-28,Structure analysed and rejected,1:17:23 AM,OK: No comment:No comment,7.6,P 43,,,,,,,,False
ASAP-0000702,,OC[C@H](NC(=O)c1c[nH]c2c(NC(=O)NC3CC3)cccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,22.5,P 43,,,,,,,,False
ASAP-0000704,,CC(C)[C@@H](Nc1ncnc2ncccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,11.4,P 43,,,,,,,,False
ASAP-0000701,,Cc1[nH]c2ncnc(NC(=O)c3cncnc3)c2c1C,,,,2024-03-20,Structure analysed and rejected,1:17:23 AM,OK: No comment:No comment,12.1,P 43,,,,,,,,False
ASAP-0000699,,C1Oc2ccc(-c3ncnc4[nH]ccc34)cc2O1,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,14.6,P 43,,,,,,,,False
ASAP-0000700,,Cc1[nH]c2ncnc(NC(=O)c3ccc(C(F)(F)F)nc3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:17:23,OK: No comment:No comment,14.8,P 43,,,,,,,,False
ASAP-0000749,,Cc1[nH]c2ncnc(NC(=O)c3cnc(C)nc3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:17:18,OK: No comment:Cracked,7.1,P 43,,,,,,,,False
ASAP-0000778,,CC(=O)Nc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2023-11-21,Structure analysed and rejected,01:19:53,OK: No comment:No comment,56.8,P 43,,,,,,,,False
ASAP-0000776,,O=C(Nc1ccc2c(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)cnn2c1)NC1CC1,,,,2024-03-20,Data collection failed,1:19:53 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0000777,,O=C(Nc1ccc(C(=O)Nc2c(C(=O)O)sc3ccncc23)cc1)NC1CC1,,,,2023-11-21,Structure analysed and rejected,01:19:53,OK: No comment:No comment,12.0,P 43,,,,,,,,False
ASAP-0000779,,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Nc2nnc(C3CC3)o2)cc1,,,,2023-11-21,Structure analysed and rejected,01:19:53,OK: No comment:No comment,11.0,P 43,,,,,,,,False
ASAP-0000763,,C1CC1[C@@H](Nc1ncnc2[nH]ncc12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:17:19 AM,OK: No comment:No comment,20.4,P 43,,,,,,,,False
ASAP-0000765,,OC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCC2=NO[C@@H]3COC[C@H]23)cc1,,,,2024-02-28,Structure analysed and rejected,1:17:18 AM,OK: No comment:No comment,20.0,P 43,,,,,,,,False
ASAP-0000764,,CC(C)Cc1ccc2c(NC(=O)c3ccc(NC(=O)NC4CC4)cc3)c(C(O)=O)sc2n1,,,,2023-11-21,Structure analysed and rejected,01:17:19,OK: No comment:No comment,70.1,P 43,,,,,,,,False
ASAP-0000766,,OC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCc2ccno2)cc1,,,,2023-11-21,No data collected,01:17:18,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000780,,CS(=O)(=O)Nc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2023-11-21,Structure analysed and rejected,01:19:53,OK: No comment:No comment,57.0,P 43,,,,,,,,False
ASAP-0000785,,Cc1nnc(Nc2ccc([C@@H](CC(=O)O)NC(=O)c3ncnc4[nH]ccc34)cc2)o1,,,,2024-02-28,Structure analysed and rejected,1:19:53 AM,OK: No comment:No comment,88.7,P 43,,,,,,,,False
ASAP-0000786,,O=C(O)C[C@@H](NC(=O)c1c[nH]c2ncncc12)c1ccc(NCC2=NO[C@@H]3COC[C@H]23)cc1,,,,2023-11-21,Structure analysed and rejected,01:19:53,OK: No comment:No comment,77.3,P 43,,,,,,,,False
ASAP-0000783,,NC(=O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,2024-03-20,Structure analysed and rejected,1:19:53 AM,OK: No comment:No comment,95.2,P 43,,,,,,,,False
ASAP-0000781,,Cc1nc2nc[nH]c(NC(=O)c3ccc(NC(=O)NC4CC4)nc3)c-2c1C,,,,2023-11-21,Structure analysed and rejected,01:19:53,OK: No comment:No comment,78.6,P 43,,,,,,,,False
ASAP-0000782,,O=C(Nc1cccc2c(C(=O)Nc3cc4c(cc3C(=O)O)OCCO4)c[nH]c12)NC1CC1,,,,2023-11-21,Structure analysed and rejected,01:19:53,OK: No comment:No comment,83.0,P 43,,,,,,,,False
ASAP-0000754,,OCc1cc2c(cc1NC(=O)c1c[nH]c3c(NC(=O)NC4CC4)cccc13)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:17:18 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000752,,COc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1,,,,2024-03-20,Structure analysed and rejected,1:17:19 AM,OK: No comment:No comment,30.3,P 43,,,,,,,,False
ASAP-0000755,,C1Oc2ccc(Nc3ncnc4[nH]ccc34)cc2O1,,,,2023-11-21,No data collected,01:17:18,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000750,,Cc1ccc2c(NC(=O)c3ccc(NC(=O)NC4CC4)cc3)c(C(O)=O)sc2n1,,,,2024-03-20,Structure analysed and rejected,1:17:19 AM,OK: No comment:No comment,8.0,P 43,,,,,,,,False
ASAP-0000751,,Brc1ccc([C@H](Cc2nn[nH]n2)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2023-11-21,Structure analysed and rejected,01:17:18,OK: No comment:No comment,7.4,P 43,,,,,,,,False
ASAP-0000761,,C1CC1[C@@H](Nc1ncnc2ccccc12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:17:19 AM,OK: No comment:No comment,19.7,P 43,,,,,,,,False
ASAP-0000760,,OC(=O)c1ccccc1NC(=O)c1c[nH]c2c(NC(=O)NC3CC3)cccc12,,,,2024-02-28,Structure analysed and rejected,1:17:19 AM,OK: No comment:No comment,99.8,P 43,,,,,,,,False
ASAP-0000762,,C1C[C@H](Nc2ncnc3[nH]ccc23)c2ccccc2O1,,,,2023-11-21,No data collected,01:17:18,OK: No comment:Melted,,,,,,,,,,False
ASAP-0000759,,Brc1ccc([C@@H](CC#N)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2024-03-20,Structure analysed and rejected,1:17:19 AM,OK: No comment:No comment,5.7,P 43,,,,,,,,False
ASAP-0000757,,COc1ccc(Nc2ncnc3[nH]ccc23)cc1OC,,,,2023-11-21,No data collected,01:17:18,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000758,,OC(=O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccc(O)c1,,,,2023-11-21,No data collected,01:17:18,OK: No comment:No comment,,,,,,,,,,False
ASAP-0015895,,CC(C)[C@H](Nc1ncnc2c1CCN2)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0008355,,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CNC2)c2cc[nH]c2n1,,,,2023-11-21,Structure analysed and rejected,01:32:27,OK: No comment:No comment,12.2,P 43,,,,,,,,False
ASAP-0008353,,CC(C)[C@@H](Nc1ncnc2[nH]cc(Br)c12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:31:56 AM,OK: No comment:No comment,66.6,P 43,,,,,,,,False
ASAP-0008354,,CN1CC[C@@H]1[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:32:11,OK: No comment:No comment,43.3,P 43,,,,,,,,False
ASAP-0008377,,CCC[C@@H](Nc1ncnc2[nH]ccc12)C(=O)O,,,,2023-11-21,Structure analysed and rejected,01:32:40,OK: No comment:Cracked,86.7,P 43,,,,,,,,False
ASAP-0008396,,COc1nc(N[C@@H](c2ccc3c(c2)OCCO3)C(C)C)c2cc[nH]c2n1,,,,2023-11-21,No data collected,01:23:08,OK: No comment:Cracked,,,,,,,,,,False
ASAP-0008349,,CC(C)c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C(C)C)c2cc[nH]c2n1,,,,2024-03-20,Data collection failed,1:30:34 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0008350,,O=C(O)[C@@H]1C[C@H](F)CN1c1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:30:59,OK: No comment:No comment,34.8,P 43,,,,,,,,False
